elmis_title,amharic,sector,sub_sector,professional_formal,stage1_best_score,stage1_best_label,stage1_best_uri,stage2_decision,stage2_selected_index,stage2_selected_label,stage2_selected_uri,stage2_selected_isco4,stage2_confidence,stage2_rationale,llm_provider,llm_model,raw_response
Technical Content Writer For software Development,ለሶፍትዌር ልማት ቴክኒካዊ ይዘት ጸሐፊ,ICT and digital work,Software Design Development and Implementation Works,P,0.7654,software developer,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,no_match,,,,,high,None of the candidates describe a technical writer; they are either software developers or media script writers.,gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates describe a technical writer; they are either software developers or media script writers.""}"
Technical Customer Support Expert,የቴክኒክ የደንበኛ ድጋፍ ባለሙያ,Service,Other services,P,0.8274,technical sales representative in electronic and telecommunications equipment,http://data.europa.eu/esco/occupation/6e591f17-65c1-4a24-af2a-ca7862d4625e,no_match,,,,,high,"None of the candidates accurately reflect a professional-level technical support role; the provided options are either focused on sales, manual repair, or general clerical customer service.",gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates accurately reflect a professional-level technical support role; the provided options are either focused on sales, manual repair, or general clerical customer service.""}"
Technical Director - Integrated Health Systems Strengthening (I-HSS) Project,ቴክኒክ ዳይሬክተር - የተቀናጀ የጤና ስርዓት ማጠናከሪያ (I-HSS) ፕሮጀክት,Health,Health,P,0.7319,health and safety engineer,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab,match,5.0,healthcare consultant,http://data.europa.eu/esco/occupation/61053604-8091-4a8e-9c63-5151051722e3,2422,medium,"Candidate 5 is the only option that focuses on health care policy and system-level improvement strategies, which aligns with the technical director's role in health systems strengthening.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 5, ""confidence"": ""medium"", ""rationale"": ""Candidate 5 is the only option that focuses on health care policy and system-level improvement strategies, which aligns with the technical director's role in health systems strengthening.""}"
Technical Director of Strategic Information Project,የስትራቴጂክ መረጃ ፕሮጀክት ቴክኒካል ዳይሬክተር,ICT and digital work,Software Design Development and Implementation Works,P,0.8351,technical director,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,match,4.0,ICT project manager,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,1330,medium,Candidate 4 (ICT project manager) correctly aligns with the technical and project-based nature of the role within the ICT and software design sector.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 4, ""confidence"": ""medium"", ""rationale"": ""Candidate 4 (ICT project manager) correctly aligns with the technical and project-based nature of the role within the ICT and software design sector.""}"
"Technical Director, Community Engagement","የቴክኒክ ዳይሬክተር, የማህበረሰብ ተሳትፎ",Service,Social work services,P,0.8217,technical director,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,match,2.0,community development officer,http://data.europa.eu/esco/occupation/39e9fc8f-02bd-4577-b603-2dc96204ce74,2422,medium,"Candidate 2 matches the social work and community engagement domain, which is more relevant than the arts-focused technical director title in candidate 1.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 2, ""confidence"": ""medium"", ""rationale"": ""Candidate 2 matches the social work and community engagement domain, which is more relevant than the arts-focused technical director title in candidate 1.""}"
"Technical Director, Ethiopia - USAID/Ethiopia Empowered Communities Activity (ECA)",ቴክኒካል ዳይሬክተር ኢትዮጵያ - USAID/ኢትዮጵያ ኢምፓወርድ ማህበረሰቦች እንቅስቃሴ (ኢሲኤ),Service,Social work services,P,0.7176,humanitarian advisor,http://data.europa.eu/esco/occupation/3fa31588-2e4d-49c3-b839-4b615cc62742,no_match,,,,,high,"None of the candidates match the seniority of a Technical Director, which is a high-level leadership role, and the available options are either mid-level officers or entry-level assistants.",gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates match the seniority of a Technical Director, which is a high-level leadership role, and the available options are either mid-level officers or entry-level assistants.""}"
Technical Head Veterinary Medicine and Equipment,የቴክኒክ ኃላፊ የእንስሳት ሕክምና እና መሳሪያዎች,Service,Veterinary works,P,0.8477,veterinary technician,http://data.europa.eu/esco/occupation/99ebf2c2-1811-4c77-b2e6-7008cba29ea0,no_match,,,,,medium,"The ELMIS title describes a senior/head position responsible for both veterinary medicine and equipment, implying a managerial or technical leadership role that is not captured by the provided practitioner, researcher, or assistant roles.",gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title describes a senior/head position responsible for both veterinary medicine and equipment, implying a managerial or technical leadership role that is not captured by the provided practitioner, researcher, or assistant roles.""}"
Technical IT supervisor,የቴክኒክ IT ሱፐርቫይዘር,ICT and digital work,Computer network design deployment and implementation tasks,P,0.8495,ICT system administrator,http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,match,1.0,ICT system administrator,http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,2522,high,Candidate 1 matches the professional level and explicitly includes the supervision of staff alongside the maintenance of IT systems and networks.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""Candidate 1 matches the professional level and explicitly includes the supervision of staff alongside the maintenance of IT systems and networks.""}"
Technical IT Support,ቴክኒካዊ የአይቲ ድጋፍ,ICT and digital work,Computer network design deployment and implementation tasks,P,0.7828,technical communicator,http://data.europa.eu/esco/occupation/8cb59bc4-1f39-477e-beea-effed12d186c,match,2.0,ICT technician,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c,3512,high,"Candidate 2 (ICT technician) directly matches the job of providing technical IT support, including the installation, maintenance, and repair of ICT hardware, software, and systems.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 2, ""confidence"": ""high"", ""rationale"": ""Candidate 2 (ICT technician) directly matches the job of providing technical IT support, including the installation, maintenance, and repair of ICT hardware, software, and systems.""}"
Technical Lead -Women’s voice and local ownership (WVLO) Project,የቴክኒክ አመራር -የሴቶች ድምጽ እና የአካባቢ ባለቤትነት (WVLO) ፕሮጀክት,Service,Social work services,P,0.6939,audio production technician,http://data.europa.eu/esco/occupation/2cbb23b0-0bf1-4871-9e6d-18f005987310,no_match,,,,,high,"The candidate occupations relate to literal audio/sound production, whereas the ELMIS title refers to a social work project leadership role.",gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The candidate occupations relate to literal audio/sound production, whereas the ELMIS title refers to a social work project leadership role.""}"
Technical Maintenance Head,የቴክኒክ ጥገና ኃላፊ,Service,General maintenance,P,0.8421,maintenance and repair engineer,http://data.europa.eu/esco/occupation/615920c5-4f63-4eb3-8b60-afaaed3ab1ff,match,2.0,industrial maintenance supervisor,http://data.europa.eu/esco/occupation/a9b20949-897b-481f-8642-d1f69263baff,3115,high,The ELMIS title 'Head' directly corresponds to the supervisory and organizational responsibilities described in the industrial maintenance supervisor candidate.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 2, ""confidence"": ""high"", ""rationale"": ""The ELMIS title 'Head' directly corresponds to the supervisory and organizational responsibilities described in the industrial maintenance supervisor candidate.""}"
"Technical Manager, Mobile Money Service","የቴክኒክ አስተዳዳሪ, የሞባይል ገንዘብ አገልግሎት",Service,Finance and Administration Services,P,0.7864,bank manager,http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce,match,5.0,telecommunications manager,http://data.europa.eu/esco/occupation/3ce4691e-ecea-4278-939e-b89ab01087b8,1330,medium,"The role of a Technical Manager for Mobile Money involves overseeing the platform's ICT infrastructure, making Telecommunications Manager (ISCO 1330) the most functionally relevant match.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 5, ""confidence"": ""medium"", ""rationale"": ""The role of a Technical Manager for Mobile Money involves overseeing the platform's ICT infrastructure, making Telecommunications Manager (ISCO 1330) the most functionally relevant match.""}"
Technical Recruiter,ቴክኒካል መልማይ,Service,Employment agencies and recruitment agencies,P,0.8428,technical sales representative,http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8,match,2.0,recruitment consultant,http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815,2423,high,The candidate 'recruitment consultant' directly matches the job function and the specific sector of employment and recruitment agencies.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 2, ""confidence"": ""high"", ""rationale"": ""The candidate 'recruitment consultant' directly matches the job function and the specific sector of employment and recruitment agencies.""}"
Technical Requirement Analyst,የቴክኒክ መስፈርቶች ተንታኝ,ICT and digital work,Software Design Development and Implementation Works,P,0.8096,software analyst,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,match,1.0,software analyst,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,high,"The software analyst role specifically focuses on eliciting requirements and documenting specifications within software development, matching the ELMIS title and sub-sector.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""The software analyst role specifically focuses on eliciting requirements and documenting specifications within software development, matching the ELMIS title and sub-sector.""}"
