"informal work in eng","Profession in Amharic","professional/ formal","sector","sub sector","nel_model_label","n_matches","best_score","best_confidence","m1_label","m1_uri","m1_score","m1_confidence","m2_label","m2_uri","m2_score","m2_confidence","m3_label","m3_uri","m3_score","m3_confidence","m4_label","m4_uri","m4_score","m4_confidence","m5_label","m5_uri","m5_score","m5_confidence"
"Singer/vocalist","ዘፋኝ/ድምፃዊ","P","Tourism and art","Music Band","minilm","5","0.9433","high_confidence","singer","http://data.europa.eu/esco/occupation/6581aa0d-c807-4091-84cc-bc041f962ab1","0.9433","high_confidence","musician","http://data.europa.eu/esco/occupation/f6803a58-91d9-4251-9a07-09fc387cec16","0.8282","low_similarity","performance artist","http://data.europa.eu/esco/occupation/a655aff1-e5e9-4c64-bc85-b902568a3dfb","0.8059","low_similarity","sound artist","http://data.europa.eu/esco/occupation/ce8145f5-d7ea-40ea-b12e-ef168f11184a","0.8040","low_similarity","voice-over artist","http://data.europa.eu/esco/occupation/e89e330c-daa3-48f0-b34e-04e3344ea8dc","0.7870","low_similarity"
"Single Facer Machine Operator","ነጠላ የፊት ማሽን ኦፕሬተር","U","Manufacturing","Manufacture of pulp, paper and paper board andhandles made of paper and paper products","minilm","5","0.7752","low_similarity","blender operator","http://data.europa.eu/esco/occupation/64c180d0-029b-4dc7-b582-77899d171186","0.7752","low_similarity","anodising machine operator","http://data.europa.eu/esco/occupation/e9f0b7ae-c848-464e-af9d-55eb87a592e0","0.7666","low_similarity","refining machine operator","http://data.europa.eu/esco/occupation/ed41ca50-bb2a-41e2-a332-9b2df83040c1","0.7649","low_similarity","swaging machine operator","http://data.europa.eu/esco/occupation/d792974a-077b-44a7-9421-b3ab7fdc7c40","0.7641","low_similarity","moulding machine operator","http://data.europa.eu/esco/occupation/23043d05-42c4-4811-b478-f8a17d22480b","0.7617","low_similarity"
"Site Acquisition Manager","የጣቢያ ማግኛ አስተዳዳሪ","P","Construction","Construction land preparation","minilm","5","0.8652","high_confidence","property acquisitions manager","http://data.europa.eu/esco/occupation/b915ab4a-f7b1-44bc-a5a4-585e91d31dfd","0.8652","high_confidence","mergers and acquisitions analyst","http://data.europa.eu/esco/occupation/18d2b37a-9c31-4393-833e-bc2f7b1ce52a","0.7639","low_similarity","purchasing manager","http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf","0.7633","low_similarity","computer shop manager","http://data.europa.eu/esco/occupation/d8e5410b-5199-403f-8cbd-d32efb17a296","0.7572","low_similarity","telecommunication equipment shop manager","http://data.europa.eu/esco/occupation/0c849f7b-fa3b-4faf-8501-0e50cd200ba1","0.7448","low_similarity"
"Site Acquisition Reporter","የጣቢያ ማግኛ ሪፖርተር","P","Construction","Construction land preparation","minilm","5","0.7467","low_similarity","property acquisitions manager","http://data.europa.eu/esco/occupation/b915ab4a-f7b1-44bc-a5a4-585e91d31dfd","0.7467","low_similarity","mergers and acquisitions analyst","http://data.europa.eu/esco/occupation/18d2b37a-9c31-4393-833e-bc2f7b1ce52a","0.7255","low_similarity","data quality specialist","http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3","0.7024","low_similarity","publications coordinator","http://data.europa.eu/esco/occupation/aab8009a-5759-4f52-8865-6cc657b1f099","0.6972","low_similarity","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","0.6947","low_similarity"
"Site Administrator","የጣቢያ አስተዳዳሪ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8693","high_confidence","membership administrator","http://data.europa.eu/esco/occupation/0a3c2d5b-e1f9-4200-9288-62bf3fed3310","0.8693","high_confidence","database administrator","http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc","0.8613","high_confidence","case administrator","http://data.europa.eu/esco/occupation/bac62d45-bb74-45fa-9b38-a3ebf2095212","0.8397","low_similarity","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","0.8191","low_similarity","education administrator","http://data.europa.eu/esco/occupation/55b4faa3-286f-4fc8-ac67-8bbb97d08820","0.8159","low_similarity"
"Site Hydro Geologist","ጣቢያ ሃይድሮ ጂኦሎጂስት","P","Economic Infrastructure","Water construction","minilm","5","0.8602","high_confidence","hydrologist","http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9","0.8602","high_confidence","hydrographic surveyor","http://data.europa.eu/esco/occupation/439c52ae-23ce-4d1e-bea1-bac135497977","0.8578","high_confidence","environmental geologist","http://data.europa.eu/esco/occupation/92efb42f-6b0a-44d8-94ea-0141555e6c3b","0.8449","low_similarity","hydrogeologist","http://data.europa.eu/esco/occupation/6336c205-46bd-42f6-9e67-6b0be6e7618c","0.8365","low_similarity","geological engineer","http://data.europa.eu/esco/occupation/1bdb7d70-1769-4338-aa90-d25a90fe8a6d","0.8355","low_similarity"
"Site inspector Engineer/ Assistant Resident Engineer","የጣቢያ መርማሪ መሐንዲስ/ረዳት ነዋሪ መሐንዲስ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8249","low_similarity","building inspector","http://data.europa.eu/esco/occupation/f0e479d9-7afd-40b1-b60f-b68c400c15fb","0.8249","low_similarity","engineering assistant","http://data.europa.eu/esco/occupation/9581c837-fee7-4068-9618-1116fd93d723","0.8157","low_similarity","construction safety inspector","http://data.europa.eu/esco/occupation/6d1e2801-3ab0-4d74-ac27-918339e8db64","0.8082","low_similarity","integration engineer","http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212","0.7954","low_similarity","compliance engineer","http://data.europa.eu/esco/occupation/a950e88b-cb5e-4a7d-8a94-3f9460b487d7","0.7935","low_similarity"
"Site monitor","የጣቢያ ማሳያ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.7247","low_similarity","web content manager","http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027","0.7247","low_similarity","webmaster","http://data.europa.eu/esco/occupation/dc8ef7da-d2c0-4474-96a0-6d0385eeec1e","0.7131","low_similarity","vlogger","http://data.europa.eu/esco/occupation/51ec004e-aec8-4f89-b114-952bcc56b0b0","0.6978","low_similarity","computer shop manager","http://data.europa.eu/esco/occupation/d8e5410b-5199-403f-8cbd-d32efb17a296","0.6917","low_similarity","monitoring and evaluation officer","http://data.europa.eu/esco/occupation/8213b4bc-60ce-4ffc-9e00-9758fb2003c6","0.6872","low_similarity"
"Site Nurse Mentor (St Paul's Hospital)","የጣቢያ ነርስ አማካሪ (የቅዱስ ጳውሎስ ሆስፒታል)","P","Health","Health","minilm","5","0.7920","low_similarity","volunteer mentor","http://data.europa.eu/esco/occupation/1f13d8c3-f601-4d3b-adc8-c8d52e0c15d5","0.7920","low_similarity","learning mentor","http://data.europa.eu/esco/occupation/3d0f86c1-9bdd-4e84-bc62-93a716128c8d","0.7578","low_similarity","nurse assistant","http://data.europa.eu/esco/occupation/87d0795a-d41f-47ee-979f-0ab7d73836e7","0.7542","low_similarity","nursing lecturer","http://data.europa.eu/esco/occupation/1bbaf82c-67ae-4beb-9a55-7298acf5b2af","0.7462","low_similarity","hospital social worker","http://data.europa.eu/esco/occupation/738257d3-7e56-4745-9b2e-014e60d41d48","0.7328","low_similarity"
"Site Passive Engineer (Operations and Maintenance)","የጣቢያ ተገብሮ መሐንዲስ (ኦፕሬሽን እና ጥገና)","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8053","low_similarity","maintenance and repair engineer","http://data.europa.eu/esco/occupation/615920c5-4f63-4eb3-8b60-afaaed3ab1ff","0.8053","low_similarity","aircraft maintenance engineer","http://data.europa.eu/esco/occupation/81a1e1f5-cce3-444d-bfc3-9771236d57cd","0.7840","low_similarity","environmental engineer","http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968","0.7578","low_similarity","civil engineer","http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360","0.7553","low_similarity","integration engineer","http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212","0.7532","low_similarity"
"Site personal","ጣቢያ ግላዊ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.7385","low_similarity","personal shopper","http://data.europa.eu/esco/occupation/f8da6546-0c8a-4bd0-a952-6f3c253c9aba","0.7385","low_similarity","personal stylist","http://data.europa.eu/esco/occupation/d5ce0c23-6f8a-459f-9bf9-a7cb9768740a","0.7032","low_similarity","webmaster","http://data.europa.eu/esco/occupation/dc8ef7da-d2c0-4474-96a0-6d0385eeec1e","0.6919","low_similarity","blogger","http://data.europa.eu/esco/occupation/ac80b511-fd22-4edf-8570-e531704778bd","0.6768","low_similarity","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","0.6654","low_similarity"
"Site Procurement Officer","የጣቢያ ግዥ ኦፊሰር","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8940","high_confidence","procurement support officer","http://data.europa.eu/esco/occupation/c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7","0.8940","high_confidence","procurement department manager","http://data.europa.eu/esco/occupation/91f93dc4-1b71-4053-b6fb-c579ec19303a","0.8694","high_confidence","public procurement specialist","http://data.europa.eu/esco/occupation/cb4f98c8-6b8d-41d8-87eb-a2a2033a3a25","0.8655","high_confidence","procurement category specialist","http://data.europa.eu/esco/occupation/0561328b-875b-4ae2-9ba1-9af9049aef01","0.8304","low_similarity","trade development officer","http://data.europa.eu/esco/occupation/c418ed9a-132f-48cd-ae5c-dd375070ee0e","0.8143","low_similarity"
"Site Project Manager","የጣቢያ ፕሮጀክት አስተዳዳሪ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.9251","high_confidence","project manager","http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5","0.9251","high_confidence","ICT project manager","http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525","0.8438","low_similarity","project support officer","http://data.europa.eu/esco/occupation/5ccb2c34-e860-43a5-9869-342487518115","0.8013","low_similarity","software manager","http://data.europa.eu/esco/occupation/f31f487b-4ce2-40f3-90e8-7d0011b4ef1d","0.7934","low_similarity","web content manager","http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027","0.7849","low_similarity"
"Site Renovation Engineer","የጣቢያ እድሳት መሐንዲስ","P","Construction","Building finishing works","minilm","5","0.8399","low_similarity","construction engineer","http://data.europa.eu/esco/occupation/2a914d26-42aa-46b5-acf3-097d51ba4617","0.8399","low_similarity","maintenance and repair engineer","http://data.europa.eu/esco/occupation/615920c5-4f63-4eb3-8b60-afaaed3ab1ff","0.8357","low_similarity","design engineer","http://data.europa.eu/esco/occupation/6fc8f605-98b9-4218-b5e2-91c4c9c55c4d","0.8261","low_similarity","civil engineer","http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360","0.8252","low_similarity","aircraft maintenance engineer","http://data.europa.eu/esco/occupation/81a1e1f5-cce3-444d-bfc3-9771236d57cd","0.8186","low_similarity"
"Site Representative","የጣቢያ ተወካይ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8403","low_similarity","customer service representative","http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7","0.8403","low_similarity","technical sales representative","http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8","0.7721","low_similarity","rental service representative","http://data.europa.eu/esco/occupation/3900b684-6b4b-4133-b134-e1d129d60383","0.7623","low_similarity","commercial sales representative","http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2","0.7606","low_similarity","electricity sales representative","http://data.europa.eu/esco/occupation/4c6b3657-316e-43b5-872a-ea763411190d","0.7368","low_similarity"
"Site Security Guard Manager","የጣቢያ ደህንነት ጠባቂ አስተዳዳሪ","P","Service","Security Service","minilm","5","0.9128","high_confidence","security manager","http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9","0.9128","high_confidence","security guard","http://data.europa.eu/esco/occupation/31808988-fc0a-4bc3-9e47-27216d6759f5","0.8929","high_confidence","security guard supervisor","http://data.europa.eu/esco/occupation/37442765-f7bb-4ccd-9de1-4790296f3d37","0.8915","high_confidence","ICT security manager","http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f","0.8205","low_similarity","security consultant","http://data.europa.eu/esco/occupation/c66b4569-09aa-4d8d-93d9-ac9b9176655d","0.8104","low_similarity"
"Site Store Head","የጣቢያ መደብር ኃላፊ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.7104","low_similarity","head of workshop","http://data.europa.eu/esco/occupation/7d27600b-5cff-4ebc-b259-cc2d47572035","0.7104","low_similarity","webmaster","http://data.europa.eu/esco/occupation/dc8ef7da-d2c0-4474-96a0-6d0385eeec1e","0.7058","low_similarity","web content manager","http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027","0.6991","low_similarity","computer shop manager","http://data.europa.eu/esco/occupation/d8e5410b-5199-403f-8cbd-d32efb17a296","0.6963","low_similarity","craft shop manager","http://data.europa.eu/esco/occupation/b66eb697-e65d-4bbb-b51c-d847f6875f1a","0.6788","low_similarity"
"Site supervisor","የጣቢያ ተቆጣጣሪ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8668","high_confidence","production supervisor","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3","0.8668","high_confidence","post-production supervisor","http://data.europa.eu/esco/occupation/56bff5e1-3c76-4f45-b50e-e3a59bf1053e","0.8453","low_similarity","electrical supervisor","http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73","0.8385","low_similarity","script supervisor","http://data.europa.eu/esco/occupation/99b096eb-a628-4e69-a79b-0563f2ed1b93","0.8279","low_similarity","mine supervisor","http://data.europa.eu/esco/occupation/5c14982e-375d-47c5-9ea1-e9bcf3884643","0.8270","low_similarity"
"Site Surveyor","የጣቢያ ዳሳሽ","P","Economic Infrastructure","Surveying & Drafting","minilm","5","0.9200","high_confidence","land surveyor","http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8","0.9200","high_confidence","real estate surveyor","http://data.europa.eu/esco/occupation/bbefa1b2-521e-4d87-a7ad-9bbd0b32e271","0.9159","high_confidence","mine surveyor","http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8","0.8830","high_confidence","hydrographic surveyor","http://data.europa.eu/esco/occupation/439c52ae-23ce-4d1e-bea1-bac135497977","0.8651","high_confidence","quantity surveyor","http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0","0.8487","low_similarity"
"Site Technical Coordinator","የጣቢያ ቴክኒካል አስተባባሪ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8062","low_similarity","employment programme coordinator","http://data.europa.eu/esco/occupation/65fb0b53-b8c4-4839-b099-c80b6de5a158","0.8062","low_similarity","aircraft maintenance coordinator","http://data.europa.eu/esco/occupation/b27854dd-3fbe-406e-a750-54f677d55936","0.8047","low_similarity","education programme coordinator","http://data.europa.eu/esco/occupation/d23f4d59-2bea-4bd8-bcdb-5e23b1c50552","0.7994","low_similarity","welding coordinator","http://data.europa.eu/esco/occupation/cdef4961-fcc2-4e00-bfe8-4480b33aa6f3","0.7992","low_similarity","publications coordinator","http://data.europa.eu/esco/occupation/aab8009a-5759-4f52-8865-6cc657b1f099","0.7954","low_similarity"
